comment,comment_cleaned,n_star,BATTERY,CAMERA,DESIGN,FEATURES,GENERAL,PERFORMANCE,PRICE,SCREEN,SER&ACC,STORAGE
Sản phẩm tuyệt vời. Mặc dù đã sản xuất dc hơn 2 năm nhưng vẫn còn mạnh mẽ. Có thể sử dụng thoải mái trong khoảng thơi gian 2 nam tiếp theo mà k lo giật lag,sản_phẩm tuyệt_vời mặc_dù đã sản_xuất được hơn 2 năm nhưng vẫn còn mạnh_mẽ có_thể sử_dụng thoải_mái trong khoảng thơi gian 2 nam tiếp_theo không_lo giật giật,5,0,0,0,0,3,3,0,0,0,0
"Mua máy dc 1 tháng, 4GB/64GB. Chỉ 1 câu. Thất vọng nặng nề. Ai có ý định mua con này thì tốt nhất nên suy nghĩ lại. Bằng tầm giá có thể mua rất nhiều con khác tốt hơn con Vsmart này rất nhiều. Từ cấu hình máy cho đến độ mượt, độ nhạy và cả camera, hình ảnh.",mua máy được 1 tháng 4gb 64gb chỉ 1 câu thất_vọng nặng_nề ai có ý_định mua con này tốt nhất nên suy_nghĩ_lại bằng tầm giá có_thể mua rất nhiều con khác tốt hơn con vsmart này rất nhiều từ cấu_hình máy cho đến độ nhanh độ nhạy và camera hình_ảnh,1,0,1,0,1,1,1,0,0,0,0
"Máy ổn, chơi game ok. Ngoại hình đẹp.
Nhược điểm: màn hình hiển thị chưa sắc nét, máy hao pin nhanh hơn realme 5 pro , lượng pin đủ dùng bt trong 12h .
Camera ổn, đủ dùng.",máy tốt chơi trò_chơi tốt ngoại_hình đẹp nhược_điểm : màn_hình hiển_thị chưa_sắc nét máy hao pin nhanh hơn realme 5 pro lượng pin đủ dùng bình_thường trong 12h camera tốt đủ dùng,4,1,3,3,0,3,3,0,1,0,0
"Mua được 1 tuần rồi máy dùng quá ngon , chụp hình đẹp , pin dung lượng thấp,nhưng xài lâu bằng máy androi 3000mAh .",mua được 1 tuần rồi máy dùng quá ngon chụp hình đẹp pin dùng lượng thấp nhưng xài lâu bằng máy androi 30mah,5,3,3,0,0,3,0,0,0,0,0
"Màn hình k quá nhạy, còn mở khóa vân tay thì chạm 3 4 mới mở, thậm chí là k mở đc, k biết có phải lỗi hay k, chỉ đc cái loa to nghe nhạc đã",màn_hình không_quá nhạy còn mở khóa vân tay chạm 3 4 mới mở thậm_chí không_mở được không_biết có phải lỗi hay không_chỉ được_cái loa to nghe nhạc đã,3,0,0,0,2,0,0,0,0,0,0
"máy tốt, bền, đẹp, bắt Wifi mạnh, ít lag, ít giật, tuy là pin 2900mAh hơi thấp nhưng xày vẫn ngon, bộ nhớ 16GB là quá đã, tải hoài ko hết, ra mưa ko sao. MÁY QUÁ TUYỆT VỜI √√√√",máy tốt bền đẹp bắt wifi mạnh ít giật ít giật tuy pin 2900mah hơi thấp nhưng xày vẫn ngon bộ_nhớ 16gb quá đã tải hoài không_hết ra mưa không_sao máy quá tuyệt_vời,5,3,0,3,3,3,3,0,0,0,3
"Mới tậu em nó liền tay. Công nhận máy mượt. Nhận diện khuông mặt, dấu vân tay rất nhạy. Giá hợp lý. Nhân viên vui vẻ. Nhiệt tình",mới tậu em nó liền_tay công_nhận máy nhanh nhận_diện khuông mặt dấu vân tay rất nhạy giá hợp_lý nhân_viên vui_vẻ nhiệt_tình,5,0,0,0,3,0,3,3,0,3,0
Con này xài rất tốt mọi người nên mua chơi game rất mượt trong tầm giá này thì quá tuyệt vời rồi,con này xài rất tốt mọi người nên mua chơi trò_chơi rất nhanh trong tầm giá này quá tuyệt_vời rồi,5,0,0,0,0,3,3,2,0,0,0
"Mình mới mua được 1 tháng. Xài thì hơi lag tí. Đôi khi đơ đơ. Vân tay mở khóa thì chậm
Đang xài máy lại hiện màng hình logo Sumsung ả 5 phút không thao tác gì được. Dù mình không chơi game. Chỉ cầm chụp hình thôi.",mình mới mua được 1 tháng xài hơi giật tí đôi_khi đứng máy đứng máy vân tay mở khóa chậm đang xài máy lại hiện màng hình logo sumsung ả 5 phút không_thao_tác gì được dù mình không_chơi trò_chơi chỉ cầm chụp hình thôi,3,0,0,0,1,0,1,0,0,0,0
"Tui mua bên tgdd và đag sài ss a51 theo cảm nhận của tui màng hình ,camerra tốt phù hợp cho học sinh ,sv.những ng sử dụng ứng dụng nhẹ ,nhược điểm thì mau tụt pin,nhìu chức năng còn hạn chế,chiến game còn yếu thỉnh thoảng đơ ,sóng ănten ko đc mạnh,giá thì hơi cao so vs chất lượng đáng 6tr đổ xuống",tôi mua bên tgdd và đag xài samsung a51 theo cảm_nhận của tôi màng hình camerra tốt phù_hợp cho học_sinh sv những ng sử_dụng ứng_dụng nhẹ nhược_điểm mau tụt pin nhiều chức_năng còn hạn_chế chiến trò_chơi còn yếu thỉnh_thoảng đứng máy sóng ănten không_được mạnh giá hơi cao so với chất_lượng đáng 6tr đổ xuống,2,1,3,0,1,1,1,1,3,0,0
"tốt, đúng nhu cầu công việc, k cần quá nhiều về giải trí, giao hàng nhanh trước 4 ngày luôn, nhân viên siêu thị tại Quỳnh Côi Quỳnh Phụ Thái Bình tên Nga phục vụ rất nhiệt tình. K còn gì để phàn nàn, ngoài ra đc tặng phiếu mua hàng 500.000đ tiện thể mua loa blutooth còn được giảm giá vì là khách hàng thân thiết",tốt đúng nhu_cầu công_việc không_cần quá nhiều về giải_trí giao hàng nhanh trước 4 ngày luôn nhân_viên siêu_thị tại quỳnh côi quỳnh phụ thái_bình tên nga phục_vụ rất nhiệt_tình không_còn gì để phàn_nàn ngoài_ra được tặng phiếu mua hàng 500 0đ tiện_thể mua loa blutooth còn được giảm_giá vì khách_hàng thân_thiết,5,0,0,0,0,3,0,0,0,3,0
"Mua dùng đc 2 tháng .máy OK. Mượt ko lỗi lầm.
Tốt trong tầm giá, cam  nét, chạy game mượt.
Màn hình hơi kém,ko bằng super AMOLED đc.:))",mua dùng được 2 tháng máy tốt nhanh không_lỗi_lầm tốt trong tầm giá camera nét chạy trò_chơi nhanh màn_hình hơi kém không_bằng super amoled được :,5,0,3,0,0,3,3,2,1,0,0
"Mình sợ mỗi chơi game cổ mộ kỳ duyên thôi các bạn a,ngốn pin lắm, còn lại ok nhe",mình sợ mỗi chơi trò_chơi cổ mộ kỳ duyên thôi bạn a ngốn pin lắm còn lại tốt_nhe,4,0,0,0,1,3,0,0,0,0,0
"Em đã mua con này nhưng đang bị lỗi hiển thị sạc nhanh hiện giờ nó k sạc nhanh đc mà chỉ đang sạc thôi ạ 
Sạc rất chậm 
Cho em xin cách khắc phục lỗi này ạ",em đã mua con này nhưng đang lỗi hiển_thị sạc nhanh hiện_giờ nó không_sạc nhanh được chỉ đang sạc thôi ạ sạc rất chậm cho em xin cách khắc_phục lỗi này ạ,5,1,0,0,0,0,0,0,0,0,0
"Pin khỏe, máy dùng ok ,chụp ảnh đẹp , vân tay k nhạy làm, NV dmx phục vụ nhiệt tình ,giá thành ổn",pin khỏe máy dùng tốt chụp ảnh đẹp vân tay không_nhạy làm nhân_viên dmx phục_vụ nhiệt_tình giá_thành tốt,5,3,3,0,0,3,0,3,0,3,0
"Mua được vài hôm rồi
Máy mượt kinh mà pin trâu nữa, với giá dưới 4tr thì a12 là ok rồi. Chơi game rất ok luôn",mua được vài hôm rồi máy nhanh kinh pin trâu nữa với giá dưới 4tr a12 tốt rồi chơi trò_chơi rất tốt luôn,5,3,0,0,0,3,3,2,0,0,0
"Tầm giá này thì dùng loại này bao phê nhé 
Game cx ok 
K bị đơ hay lag nhiều
Pin trâu
Thiết kế kiểu giáng máy đẹp
Như này thì k còn gì để chê 1 chiếc dt vs tầm giá này !",tầm giá này dùng loại này bao phê nhé trò_chơi cũng tốt không_bị đứng máy hay giật nhiều pin trâu thiết_kế kiểu giáng máy_đẹp như này không_còn gì để không_thích 1 chiếc điện_thoại với tầm giá này,5,3,0,3,0,3,3,2,0,0,0
dùng được 1 tháng thấy khoảng pin khá ok. chơi game tạm được ( chắc dùng k20 pro quen rồi nên thấy vậy) chụp hình củng đẹp. chụp đêm sáng 5590 là quá ok rồi.,dùng được 1 tháng thấy khoảng pin khá tốt chơi trò_chơi tạm được chắc dùng k20 pro quen rồi nên thấy vậy chụp hình củng đẹp chụp đêm sáng 5590 quá tốt rồi,5,3,3,0,0,0,2,3,0,0,0
Máy xài rất ok. Camera chụp đẹp. Loa nghe tốt. Pin xài rất lâu. Mình xài Vivo đó giờ từ cái mình vừa xài đến cái này đều rất tốt. Luôn tin tưởng Vivo,máy xài rất tốt camera chụp đẹp loa nghe tốt pin xài rất lâu mình xài vivo đó giờ từ mình vừa xài đến này đều rất tốt luôn tin_tưởng vivo,5,3,3,0,3,3,0,0,0,3,0
"Nhìn chung thì Y19 rất tuyệt vời nha mọi người, máy đẹp, cấu hình cũng ok, đáng để mua đó ạ",nhìn_chung y19 rất tuyệt_vời nha mọi người_máy đẹp cấu_hình cũng tốt đáng để mua đó ạ,5,0,0,3,0,3,3,0,0,0,0
"máy ngon rất mượt,pin trâu chỉ khó chịu là chơi game khoảng 30p là bị nóng nhiều còn lại rất ok",máy ngon rất nhanh pin trâu chỉ khó_chịu chơi trò_chơi khoảng 30p nóng nhiều còn lại rất tốt,4,3,0,0,0,3,1,0,0,0,0
Máy rung loa rè. Đem ra kiểm tra bảo bt. Khi kêu đem máy ra so sánh bảo k có máy. Dị chưa kiểm tra sao biết máy không lỗi. Thật 1 câu không cho đổi cũng trả máy dù lỗ 20%. Tệ cả máy và chất lượng phục vụ nv,máy rung loa rè đem ra kiểm_tra bảo bình_thường_khi kêu đem máy ra so_sánh bảo không_có máy dị chưa_kiểm_tra sao biết máy không_lỗi thật 1 câu không_cho đổi cũng trả máy dù lỗ 20 tệ máy và chất_lượng phục_vụ nhân_viên,1,0,0,0,1,1,0,0,0,1,0
Mua được 3th vê giờ sài quá tệ cảm ứng chạy lung tung rất thất vọng về sản phẩm. giá khi ms ra cũng k phải rẻ mà đt như vậy thì thật sự thất vọng về samsung,mua được 3th vê giờ xài quá tệ cảm_ứng chạy lung_tung rất thất_vọng về sản_phẩm_giá khi ms ra cũng không_phải rẻ điện_thoại như_vậy thật_sự thất_vọng về samsung,1,0,0,0,1,1,0,3,0,1,0
"Đã mua và đổi tới con thứ 3 mà vẫn bị lỗi hở sáng 4 góc màn hình, còn lại thì ổn áp, pin trâu, chip mạnh , cam macro chụp cực đẹp trong tầm giá. Số mình hên là không bị lỗi reset hay lỗi phần mềm gì cả, chỉ bị mỗi cái lỗi hở sáng 4 góc màn hjnhf khá là khó chịu !!!!!!",đã mua và đổi tới con_thứ 3 vẫn lỗi hở sáng 4 góc màn_hình còn lại tốt áp pin trâu chip mạnh camera macro chụp cực đẹp trong tầm giá số mình hên không_bị lỗi reset hay lỗi phần_mềm gì chỉ mỗi lỗi hở sáng 4 góc màn hjnhf khá khó_chịu,4,3,3,1,0,3,3,0,0,0,0
"Vừa vào đã thấy Thích, nhân viên rất nhiệt tình và chu đáo ,ok rất hài lòng về sản phẩm",vừa vào đã thấy thích nhân_viên rất nhiệt_tình và chu_đáo tốt rất hài_lòng về sản_phẩm,5,0,0,0,0,3,0,0,0,3,0
Mới mua dùng đc 3 ngày sản phẩm tương đối tốt bắt wifi hơi yếu pin trâu nhờ chạy snapdragon 632 nên sử lý game tốt,mới mua dùng được 3 ngày sản_phẩm tương_đối tốt bắt wifi hơi yếu pin trâu nhờ chạy snapdragon 632 nên sử lý trò_chơi tốt,5,1,0,0,1,3,3,0,0,0,0
"02/04 tình cờ lướt web thấy chương trình máy sắp về, chạy ra cọc 500k. Ngày 03/04 bên TGDD gọi đã có máy. Ra lấy về test thấy êm ru. Nhìn màn hình rất phê, máy cầm chắc tay. Cảm ơn mấy ảnh chị bên cửa hàng 30/1 Hà Huy Giáp, quận 12 nhiệt tình và vui vẻ, rất hài lòng",02 04 tình_cờ lướt web thấy chương_trình máy sắp về chạy ra cọc 500 nghìn ngày 03 04 bên tgdd gọi đã có máy ra lấy về test thấy êm_ru nhìn màn_hình rất phê máy cầm_chắc_tay cảm_ơn mấy ảnh chị bên cửa_hàng 30 1 hà huy giáp quận 12 nhiệt_tình và vui_vẻ rất hài_lòng,5,0,0,3,0,3,3,0,3,3,0
"Trước khi mua thấy ai cũng chê máy kém, tôi mua dùng không đến nỗi như các bạn đánh giá, chỉ có cái là đang dùng iphone đổi qua cái này thì cảm ứng không mượt như iphone, vì cv cần dùng 2sim nên đành chấp nhận.",trước khi mua thấy ai cũng không_thích máy kém tôi mua dùng không_đến_nỗi như bạn đánh_giá chỉ có đang dùng iphone đổi qua này cảm_ứng không_nhanh như iphone vì cv dùng 2sim nên đành chấp_nhận,4,0,0,0,1,2,0,0,0,0,0
"Mới mua hôm 14/7, máy dùng rất tốt, sạc từ 20>100℅ thì hơn 2h là đầy rồi, chiến game hầu như mọi thứ đều ổn, tầm giá này thì không chê được rồi, nhân viên vấn rất nhiệt tình, sẽ tiếp tục quay lại và ủng hộ",mới mua hôm 14 7 máy dùng rất tốt sạc từ 20 100 hơn 2h đầy rồi chiến trò_chơi hầu_như mọi thứ đều tốt tầm giá này không_không thích được rồi nhân_viên vấn rất nhiệt_tình sẽ tiếp_tục quay lại và ủng_hộ,5,3,0,0,0,3,0,2,0,3,0
"Mua trể 2 ngày k có tặng tai nghe. Giờ giảm thêm 1tr :( nhưng thôi không sao, trải nghiệm toẹt dời 🥰🥰🥰",mua trể 2 ngày không_có tặng tai_nghe giờ giảm thêm 1tr : nhưng thôi không_sao trải nghiệm toẹt dời,5,0,0,0,0,3,0,3,0,1,0
"Pin của galaxy A70 4500 ms mà thua xa pin điện thoại j7pto 3300ma, mình nghỉ với thiết kế này thì đt nay sài vài tháng là vào vựa ve chai, hối hận khi bỏ. Ra gần 10tr mua von này",pin của galaxy a70 4500 ms thua xa pin điện_thoại j7pto 3300ma mình nghỉ với thiết_kế này điện_thoại nay xài vài tháng vào vựa ve_chai hối_hận khi bỏ ra gần 10tr mua von này,1,1,0,0,0,1,0,1,0,0,0
định mua máy này nhưng đọc comen thấy hoang mang quá chắc phải chọn sp khác thôi máy lỗi nhiều quá,định mua máy này nhưng đọc comen thấy hoang_mang quá chắc phải chọn sản_phẩm khác thôi máy lỗi nhiều quá,3,0,0,0,0,1,0,0,0,0,0
"Opop a9 
Quá cùi bắp máy quá nhìu lỗi khi chơi game trót dại mua sản phẩm đúng là ko nên dùng hàng Oppo",opop a9 quá cùi bắp máy quá nhiều lỗi khi chơi trò_chơi trót_dại mua sản_phẩm đúng không_nên dùng hàng oppo,1,0,0,0,0,1,1,0,0,1,0
"Quá nhanh quá nguy hiểm. Mua lúc được giảm thêm 1 triệu nữa. Pin trâu, hệ điều hành mượt",quá nhanh quá nguy_hiểm mua lúc được giảm thêm 1 triệu nữa pin trâu hệ điều_hành nhanh,5,3,0,0,0,0,3,3,0,0,0
Mình đã dùng đc 1 năm liên quân vài nghìn trận vẫn mượt như mới chả có gì để chê,mình đã dùng được 1 năm liên_quân vài nghìn trận vẫn nhanh như mới chẳng_có gì để không_thích,5,0,0,0,0,3,3,0,0,0,0
"Máy dùng mượt mà, chơi game ổn, chụp hình đẹp đa đạng, khá oke, vậy mà xem đánh giá nhiều bạn chê quá 
.",máy dùng nhanh chơi trò_chơi tốt chụp hình đẹp đa đạng khá tốt vậy_mà xem đánh_giá nhiều bạn không_thích quá,5,0,3,0,0,3,3,0,0,0,0
Mình mua máy được hơn thắng r sao bắt wifi căng vạch mà tốc độ wifi lúc cao lúc thấp chs game thì giật v các đt khác ở nhà vẫn bắt ngón,mình mua máy được hơn thắng rồi sao bắt wifi căng vạch tốc_độ wifi lúc cao lúc thấp chs trò_chơi giật với điện_thoại khác ở nhà vẫn bắt ngón,3,0,0,0,1,0,1,0,0,0,0
"Đang sd Vsmart Live, còn quá ngon không kẻ đổi lên Live 4 trong khi đt cũ vẫn sử dụng hoàn hảo trong gần 1 năm qua! Đt Vin ko làm người dùng thất vọng chút nào!",đang sd vsmart live còn quá ngon không_kẻ đổi lên live 4 trong khi điện_thoại cũ vẫn sử_dụng hoàn_hảo trong gần 1 năm qua điện_thoại vin không_làm người dùng thất_vọng chút nào,5,0,0,0,0,3,0,0,0,0,0
Loa thoại lúc ghe đc lúc k nghe đc còn lại thì vẫn tốt có ai bị giống mình k .....,loa thoại lúc ghe được lúc không_nghe được còn lại vẫn tốt có ai giống mình không,4,0,0,0,1,0,0,0,0,0,0
E mới mua vivo y11. Chụp ảnh vs tầm giá này là đỉnh của đỉnh rồi vs lại bin xài từ sáng tới chiều chỉ mất có 26% bin thôi...  Quá tuyệt vời.  Lần đầu e dùng vivo luôn..  Máy này là máy đầu e sở hủ cho dòng vivo  😍😍😍,e mới mua vivo y11 chụp ảnh với tầm giá này đỉnh của đỉnh rồi với lại pin xài từ sáng tới chiều chỉ mất có 26 pin thôi quá tuyệt_vời lần đầu e dùng vivo luôn máy này máy đầu e sở hủ cho dòng vivo,5,3,3,0,0,3,0,0,0,3,0
"mua tặng người thân thì redimi note 9s là một sản phẩm đáng lựa chọn: chất lượng tốt. màn hình to, pin ok, xài mượt mà",mua tặng người_thân redimi note 9s một sản_phẩm đáng lựa_chọn : chất_lượng tốt màn_hình to pin tốt xài nhanh,5,3,0,0,0,3,3,0,3,0,0
"mình đã dùng vài ngày, máy rấ đẹp, khỏi phải bàn. theo đánh giá ban đầu khá ổn: pin bền, camera phù hợp với giá tiền, khá hài lòng, mở khóa vân tay nhạy, k như 1 số đánh giá trước. tuy nhiên: khi sạc mình thấy máy nóng hơn 1 số dòng mình dùng trước, bắt sóng điện thoại khá kém",mình đã dùng vài ngày máy rấ đẹp khỏi phải bàn theo đánh_giá bán đầu khá tốt : pin bền camera phù_hợp với giá tiền khá hài_lòng mở khóa vân tay nhạy không_như 1 số đánh_giá trước tuy_nhiên : khi sạc mình thấy máy nóng hơn 1 số dòng mình dùng trước bắt sóng điện_thoại khá kém,3,3,0,3,2,3,1,0,0,0,0
"Sp rất tốt mình mua 2tuan rồi, nhân viên rất nhiệt tình pin đung dc 2 ngay. Mình rất hài lòng về sp nên cho 5 sao",sản_phẩm rất tốt mình mua 2tuan rồi nhân_viên rất nhiệt_tình pin đung được 2 ngay mình rất hài_lòng về sản_phẩm nên cho 5 sao,5,3,0,0,0,3,0,0,0,3,0
"Sản phẩm tốt, đa nhiệm khá mượt mà, phù hợp với giá thành. Khoảng thời gian trước máy có dấu hiệu tụt pin nhanh, nóng nhưng bây giờ dùng rất tốt rồi!",sản_phẩm tốt đa_nhiệm khá nhanh phù_hợp với giá_thành khoảng thời_gian trước máy có dấu_hiệu tụt pin nhanh nóng nhưng bây_giờ dùng rất tốt rồi,5,2,0,0,0,3,3,3,0,0,0
"Máy này mk nghĩ chắc khá phù hợp với những người gọi video call + xem yt + lướt fb,...Còn nhu cầu cho game thì mk nghĩ nó hơi lag",máy này mình nghĩ chắc khá phù_hợp với những người gọi video call xem yt lướt facebook còn nhu_cầu cho trò_chơi mình nghĩ nó hơi giật,5,0,0,0,0,0,2,0,0,0,0
"Thấy ổn trong tầm giá. Pin sử dụng rất lâu, mát máy ko bị nóng khi sử dụng 4G. Còn chơi game cũng quá OK rồi.Màn hình thì cũng gọi là ổn thôi, so với Note 8 Pro thấy đẹp hơn đôi chút. Còn độ bền sẽ đánh giá sau. Hihi",thấy tốt trong tầm giá pin sử_dụng rất lâu mát máy không_bị nóng khi sử_dụng mạng còn chơi trò_chơi cũng quá tốt rồi màn_hình cũng gọi tốt thôi so với note 8 pro thấy đẹp hơn đôi_chút còn độ bền sẽ đánh_giá sau cười,4,3,0,0,0,3,3,2,2,0,0
theo mình thì không nên mua - cam chụp lấy nét gần kém hầu như là không lấy dc - chạy tầm 2 ứng dụng thì máy tắt màn hình - sài dc 3 tháng mới thấy quả thật phí tiền.,theo mình không_nên mua camera chụp lấy nét gần kém hầu_như không_lấy được chạy tầm 2 ứng_dụng máy tắt màn_hình xài được 3 tháng mới thấy quả thật phí tiền,1,0,1,0,0,0,1,1,0,0,0
"Dòng sản phẩm này chơi game thì ngon rồi!
Giảm 1tr giống mấy sản phẩm cũng hãng nữa thì đẹp nữa !",dòng sản_phẩm này chơi trò_chơi ngon rồi giảm 1tr giống mấy sản_phẩm cũng hãng nữa đẹp nữa,4,0,0,0,0,0,3,1,0,0,0
Điện thoại bị lôi sim 1 không nhận sim. Mới mua mai ra đổi lại. Chán máy mới mua mà vậy thất vọng quá,điện_thoại lôi sim 1 không_nhận sim mới mua mai ra đổi lại chán máy mới mua mà_vậy thất_vọng quá,1,0,0,0,1,1,0,0,0,0,0
Con này xài ngon quá. Rất mượt. Pin trâu. Mặt sau bằng kính rất đẹp. Chơi game ko bị lag. Nhân viên của tgdd ai cũng noi chuyen rất lịch sự,con này xài ngon quá rất nhanh pin trâu mặt sau bằng kính rất đẹp chơi trò_chơi không_bị giật nhân_viên của tgdd ai cũng noi chuyen rất lịch_sự,5,0,0,3,0,3,3,0,0,3,0
Cam  trước  máy  có  góc  chụp  nó  bị  chuyển  sang  màu  xanh.  Khởi  động  lại  vẫn  bị.  Nguyên  tấm hình  xanh  lè.  Note  9s cũng  v.  Mình  test  mi 10 pro  thì  ko  có lỗi  này.  Mn  chú  ý,camera trước máy có góc chụp nó chuyển sang màu xanh khởi_động lại vẫn nguyên tấm hình xanh_lè note 9s cũng với mình test mi 10 pro không_có lỗi này mn chú_ý,2,0,1,0,0,0,0,0,0,0,0
"Xài mấy tuần. Kiểu dáng và độ mượt thì khỏi phải chê ln rùi, pin xài ok lắm, cmr chụp hinh siêu nét chỉ có cái tội là cho ra ảnh xấu hơi quá so với sự thật hihi",xài mấy tuần kiểu_dáng và độ nhanh khỏi phải không_thích ln rồi pin xài tốt lắm cmr chụp hinh siêu nét chỉ có tội cho ra ảnh xấu hơi quá so với sự_thật cười,4,3,3,3,0,0,3,0,1,0,0
"Mới mua Oppo reno2 f đổi đc con note 8 pro đc ko.
Vì thấy cam của con này đẹp nên muốn đổi",mới mua oppo reno2 f đổi được con note 8 pro được không_vì thấy camera của con này đẹp nên muốn đổi,5,0,3,0,0,0,0,0,0,2,0
Sản phẩm mới mua và dùng thấy pin trâu k lắc chơi game tốt k bị lắc nhắn tin nhanh bắt sống tốt lên mạng FB Zalo tốt,sản_phẩm mới mua và dùng thấy pin trâu không_lắc chơi trò_chơi tốt không_bị lắc nhắn_tin nhanh bắt sống tốt lên mạng facebook zalo tốt,5,3,0,0,3,0,3,0,0,0,0
"Đã có bản cập nhật mới fix các lổi camera trước zoom bị tím màn hình, pin và camera cải thiện rõ rệt, hiệu năng tăng. Rất đáng đồng tiền. Trừ khi bạn mua sách tay hay hàng củ. Còn mua chính hãng mà thích spen thì mua con này là nhất",đã có bản cập_nhật mới fix lổi camera trước zoom tím màn_hình pin và camera cải_thiện rõ_rệt hiệu_năng tăng rất đáng đồng_tiền trừ khi bạn mua sách tay hay hàng triệu còn mua chính hãng thích spen mua con này nhất,5,3,3,0,0,3,3,3,2,0,0
"Zalo mess k nhận được tin nhắn
Máy quá chán đời
Mới muađc 1 tuần mà chả muốn dùng nữa
K hiểu kiểu j mà ng khác nhắn tin cho mk đc mà mk k nhận đc tin nhắn của ngta
Bật tất cà các tính năng r vẫn vậy
Cần xem xét lại máy 
Chán k còn gì để nói 😑😑😐🤨🤨",zalo tin nhắn không_nhận được tin nhắn máy quá chán đời mới muađc 1 tuần chẳng_muốn dùng nữa không_hiểu kiểu gì ng khác nhắn_tin cho mình được mình không_nhận được tin nhắn của ngta bật tất cà tính_năng rồi vẫn_vậy xem_xét_lại máy chán không_còn gì để nói,1,0,0,0,1,0,0,0,0,0,0
"Loa được cập nhật đỡ hơn xíu. Nhưng vẫn bị tắt tiếng,khởi động lại máy mới hoạt động lại dc,từ hôm mua tới giờ bị 3 lần rồi.mong ad phản hồi để cập nhật sửa lỗi",loa được cập_nhật đỡ hơn xíu nhưng vẫn tắt tiếng khởi_động lại máy mới hoạt_động lại được từ hôm mua tới giờ 3 lần rồi mong admin phản_hồi để cập_nhật sửa lỗi,4,0,0,0,1,0,0,0,0,0,0
"Mọi thứ đều ổn, nhưng pin tụt nhanh quá. Ngày phải sạc 2 lần nếu sử dụng hơi nhiều.",mọi thứ đều tốt nhưng pin tụt nhanh quá ngày phải sạc 2 lần nếu sử_dụng hơi nhiều,5,1,0,0,0,3,0,0,0,0,0
"Cho em hỏi em vừa mua máy về liệu tải được các game liên quân, free fire hay pubg không ạ.
Nếu có mong anh giúp em tải ch play với em lục tung hoài mà không thấy.",cho em hỏi em vừa mua máy về liệu tải được trò_chơi liên_quân free fire hay pubg không_ạ nếu có mong anh giúp em tải ch play với em lục tung hoài không_thấy,5,0,0,0,0,0,1,0,0,0,0
Máy hơi lổi.. camera sau tự nhiên mờ .. k chụp dc. Nóng máy..  hơi treo máy .. tự sập nguồn,máy hơi lổi camera sau tự_nhiên mờ không_chụp được nóng máy hơi đứng máy máy tự sập nguồn,1,0,1,0,0,1,1,0,0,0,0
"Sao mình thấy vivo u10 bắt sóng hơi kém nhỉ
Sóng sim 
Sóng wifi bắt hơi xa kém hơn máy đt khác (thiếu sự ổn định)
Còn lại ngon 
Mới mua đc 3 2 đay!!!",sao mình thấy vivo u10 bắt sóng hơi kém nhỉ sóng sim sóng wifi bắt hơi xa kém hơn máy điện_thoại khác thiếu sự tốt_định còn lại ngon mới mua được 3 2 đay,4,0,0,0,1,3,0,0,0,0,0
"Máy đẹp , cam  rõ nét , bảo mật khuôn mặt nhạy , pin trâu , màn hình sắt nét , cảm ứng mượt",máy đẹp camera rõ nét bảo_mật khuôn_mặt nhạy pin trâu màn_hình sắt nét cảm_ứng nhanh,5,3,3,0,3,3,0,0,3,0,0
"Màn hình đẹp chụp camera trước cũng OK tổng thể máy nhìn rất đẹp ưng ý chuông cũng to nhưng pin hay tụt nhanh 
Máy cầm khá nặng tay hơi day",màn_hình đẹp chụp camera trước cũng tốt tổng_thể máy nhìn rất đẹp ưng_ý chuông cũng to nhưng pin hay tụt nhanh máy cầm khá nặng_tay hơi day,4,1,3,2,3,0,0,0,3,0,0
"Máy chạy mượt mà nhưng hết pin nhanh.  Nhân viên dễ thương,  tư vấn nhiệt tình!!!!",máy chạy nhanh nhưng hết pin nhanh nhân_viên dễ_thương tư_vấn nhiệt_tình,5,3,0,0,0,0,3,0,0,3,0
"Mua được 1 tuần thấy máy quá OK
Pin trâu , máy mượt , cảm biến vân tay nhạy , k nóng máy . Nhu cầu chơi game nên k cần gì hơn , liên quân vô nhanh gần ngang ip . Vs mức giá này mua con máy sài thấy quá hời luôn",mua được 1 tuần thấy máy quá tốt pin trâu máy nhanh cảm_biến vân tay nhạy không_nóng máy nhu_cầu chơi trò_chơi nên không_cần gì hơn liên_quân vô nhanh gần ngang iphone với mức giá này mua con máy xài thấy quá hời luôn,5,0,0,0,3,3,3,3,0,0,0
"Mình sử dụng được hơn 2 tuần thấy điện thoại bao ngon luôn pin tuy có 3k7 nhưng siêu trâu, game bao mượt, cam thôi khỏi bàn nói chung ngon nhất trong tầm giá này",mình sử_dụng được hơn 2 tuần thấy điện_thoại bao ngon luôn pin tuy có 3k7 nhưng siêu trâu trò_chơi bao nhanh camera thôi khỏi bàn nói_chung ngon nhất trong tầm giá này,5,3,3,0,0,3,3,2,0,0,0
Xài rất ok chơi game thì rất mau hết pin còn để nghe gọi thì hơn 1 ngày xem phim này nọ thì hơn nữa ngày camera chụp rất đẹp. Nói chung rất là ngon khi chọn iPhone 7 Plus.,xài rất tốt chơi trò_chơi rất mau hết pin còn để nghe gọi hơn 1 ngày xem phim này_nọ hơn nữa ngày camera chụp rất đẹp nói_chung rất ngon khi chọn iphone 7 plus,5,1,3,0,0,3,0,0,0,0,0
